                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.92679,                 1.4804,                0.70525,                 1.1176,                0.77356,                 0.7476,                0.82099,                0.55708,                0.77356,                 0.7476,                 0.8204,                0.54871,                 1.3135,                 1.9987,                0.98271,                 1.4136,              0.0010231,              0.0010231,              0.0010231
                     57,                0.92289,                 1.4876,                0.69026,                 1.1045,                0.78399,                0.78973,                0.80859,                0.56525,                0.78399,                0.78973,                0.81175,                0.54691,                  1.241,                 2.1481,                 1.0358,                 1.3749,               0.001019,               0.001019,               0.001019
                     58,                0.92933,                 1.4905,                0.69511,                 1.1098,                0.73605,                0.80567,                0.81575,                 0.5678,                0.73605,                0.80567,                0.81967,                0.56407,                 1.2023,                 1.9166,                0.95841,                  1.351,              0.0010149,              0.0010149,              0.0010149
                     59,                0.92783,                 1.4782,                0.67395,                  1.111,                0.82108,                0.77149,                0.84437,                0.57405,                0.82108,                0.77149,                0.83585,                0.57392,                 1.2464,                 2.0066,                0.84856,                 1.4054,              0.0010107,              0.0010107,              0.0010107
                     60,                0.90875,                 1.5012,                0.68346,                 1.0966,                0.73454,                  0.762,                0.79661,                0.55931,                0.73454,                  0.762,                0.79768,                0.55244,                 1.1999,                   1.85,                 1.1509,                 1.3353,              0.0010066,              0.0010066,              0.0010066
                     61,                0.91721,                 1.4408,                0.67219,                 1.0944,                0.83701,                0.82746,                0.82956,                0.57229,                0.83701,                0.82746,                 0.8272,                 0.5782,                 1.1709,                 1.8676,                0.80564,                 1.3145,              0.0010025,              0.0010025,              0.0010025
                     62,                0.89609,                  1.442,                0.66185,                  1.094,                0.75115,                0.82284,                0.84839,                0.60871,                0.75115,                0.82284,                0.84662,                0.59659,                 1.1657,                 1.9159,                0.83452,                 1.3462,             0.00099837,             0.00099837,             0.00099837
                     63,                0.91688,                 1.4932,                0.67017,                 1.0998,                0.77767,                0.81622,                0.83339,                0.58432,                0.77767,                0.81622,                0.83231,                0.57834,                 1.1583,                 1.8876,                0.89197,                 1.3033,             0.00099425,             0.00099425,             0.00099425
                     64,                0.90938,                  1.502,                0.67471,                 1.1095,                  0.829,                0.80028,                0.85567,                0.58686,                0.82979,                0.80028,                0.85591,                0.58029,                 1.2388,                 1.9521,                0.85698,                 1.3656,             0.00099013,             0.00099013,             0.00099013
                     65,                0.90629,                 1.4939,                0.65413,                 1.0992,                0.84294,                0.75459,                0.84676,                0.60845,                0.84294,                0.75459,                0.84234,                0.58996,                 1.1533,                 2.0527,                0.89059,                 1.3132,               0.000986,               0.000986,               0.000986
                     66,                0.91011,                  1.476,                0.65818,                 1.0968,                0.80863,                0.76387,                0.82271,                0.56348,                0.80863,                0.76387,                0.82193,                0.56498,                 1.1859,                 1.8687,                0.96606,                 1.3225,             0.00098187,             0.00098187,             0.00098187
                     67,                0.89793,                 1.4611,                0.65439,                 1.0949,                0.76293,                0.76429,                0.82334,                0.57498,                0.76724,                0.76817,                 0.8289,                0.55623,                 1.2523,                 2.0805,                 0.8922,                 1.3665,             0.00097775,             0.00097775,             0.00097775
                     68,                0.89354,                 1.4434,                0.64416,                 1.0895,                0.83942,                0.72956,                 0.8333,                0.56548,                0.83942,                0.72956,                0.83667,                0.57266,                 1.2802,                 1.9729,                0.97934,                  1.401,             0.00097362,             0.00097362,             0.00097362
                     69,                0.87598,                 1.4375,                0.64825,                 1.0787,                0.86203,                 0.8071,                0.87615,                0.62015,                0.86712,                0.81098,                 0.8776,                0.60728,                 1.2206,                 2.0265,                0.81267,                 1.3959,              0.0009695,              0.0009695,              0.0009695
                     70,                0.87564,                 1.4236,                0.62924,                 1.0828,                 0.6736,                0.74105,                0.77703,                0.52756,                0.67548,                0.74551,                0.77466,                0.51497,                 1.2379,                 2.1004,                 1.0177,                 1.3932,             0.00096537,             0.00096537,             0.00096537
                     71,                0.87437,                 1.4356,                0.63546,                 1.0768,                0.85181,                0.77309,                 0.8411,                 0.5954,                0.85181,                0.77309,                0.84245,                0.58997,                 1.2358,                 1.9377,                0.84529,                 1.3712,             0.00096125,             0.00096125,             0.00096125
                     72,                0.87473,                 1.4545,                0.64509,                 1.0827,                0.69833,                 0.8094,                0.85743,                0.59522,                0.69833,                 0.8094,                0.85367,                  0.597,                 1.2163,                 2.0167,                 1.0591,                  1.391,             0.00095712,             0.00095712,             0.00095712
                     73,                 0.8667,                   1.39,                0.61579,                 1.0757,                0.79134,                0.78387,                0.83634,                0.60116,                0.81126,                0.75684,                0.84061,                0.59179,                 1.1728,                 2.0742,                0.96314,                 1.3182,               0.000953,               0.000953,               0.000953
                     74,                 0.8637,                 1.4225,                0.62502,                 1.0813,                0.81983,                0.81983,                 0.8687,                0.62343,                0.82073,                0.81798,                0.86852,                0.61781,                 1.1914,                 1.9263,                0.78584,                 1.3441,             0.00094887,             0.00094887,             0.00094887
                     75,                0.85661,                 1.3691,                0.60582,                 1.0691,                0.77435,                 0.7285,                0.80988,                0.59316,                0.77279,                0.72415,                0.80722,                 0.5788,                 1.1295,                 1.9389,                 0.7771,                   1.31,             0.00094475,             0.00094475,             0.00094475
                     76,                0.85285,                 1.4072,                0.61327,                 1.0721,                0.69993,                 0.8145,                0.86167,                0.60008,                0.69717,                 0.8115,                0.86089,                0.59656,                 1.1976,                 2.0593,                0.82326,                 1.3669,             0.00094062,             0.00094062,             0.00094062
                     77,                0.84347,                 1.3822,                0.59917,                 1.0646,                0.76866,                0.76588,                0.82021,                0.58617,                0.77262,                0.76976,                0.81741,                 0.5659,                 1.2053,                 2.2373,                 1.0436,                 1.3585,              0.0009365,              0.0009365,              0.0009365
                     78,                0.82839,                 1.3771,                0.60048,                 1.0565,                0.80249,                0.78223,                0.83298,                0.60586,                0.80671,                0.78582,                0.83705,                0.58385,                 1.1429,                 2.0495,                0.78177,                 1.3351,             0.00093238,             0.00093238,             0.00093238
                     79,                0.83548,                 1.3598,                0.57184,                 1.0588,                0.83189,                 0.7696,                0.81525,                0.57439,                0.83189,                 0.7696,                0.81275,                0.56778,                 1.2023,                 1.9588,                 1.0297,                 1.3651,             0.00092825,             0.00092825,             0.00092825
                     80,                 0.8368,                 1.3698,                0.59037,                 1.0632,                0.77044,                0.83952,                0.84681,                0.61301,                0.84316,                 0.7564,                0.84585,                 0.5944,                 1.1495,                 2.0141,                0.79575,                 1.3558,             0.00092413,             0.00092413,             0.00092413
                     81,                0.85349,                  1.354,                0.59225,                 1.0693,                0.76905,                0.85714,                0.84427,                0.60451,                0.76905,                0.85714,                0.84427,                0.59682,                 1.1601,                 2.0914,                0.77571,                 1.3547,                0.00092,                0.00092,                0.00092
