                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                0.79191,                 1.2447,                0.77057,                 1.0377,                 0.6304,                0.66511,                 0.6827,                0.46467,                0.74824,                0.59308,                0.71308,                0.47703,                 1.1366,                 1.8014,                 1.2418,                 1.2782,             0.00093135,             0.00093135,             0.00093135
                     51,                0.80717,                 1.2329,                0.74791,                 1.0426,                0.78482,                0.61868,                0.69811,                 0.4826,                0.79106,                 0.6238,                0.70825,                0.48423,                 1.1284,                 1.8798,                 1.3428,                 1.2776,             0.00092769,             0.00092769,             0.00092769
                     52,                 0.7916,                 1.2544,                0.73247,                 1.0281,                0.69032,                0.57919,                0.63714,                0.42682,                0.69032,                0.57919,                0.63771,                0.42865,                 1.1792,                 2.0587,                  1.413,                  1.339,             0.00092402,             0.00092402,             0.00092402
                     53,                0.78594,                 1.2621,                0.74307,                  1.026,                0.65213,                0.56623,                0.59834,                0.39858,                0.71468,                0.56741,                0.62513,                0.40208,                 1.2027,                 1.9278,                 1.6189,                 1.3344,             0.00092035,             0.00092035,             0.00092035
                     54,                0.77917,                 1.2316,                0.73693,                 1.0269,                0.59267,                0.57679,                0.62587,                0.44128,                0.59267,                0.57679,                0.61825,                0.43515,                 1.0368,                 1.9204,                 1.4203,                  1.188,             0.00091669,             0.00091669,             0.00091669
                     55,                0.80494,                 1.2608,                 0.7448,                 1.0414,                0.69076,                0.67829,                0.68448,                0.46697,                0.70206,                0.68995,                 0.6898,                0.46747,                 1.0875,                 1.8921,                 1.3436,                 1.2462,             0.00091302,             0.00091302,             0.00091302
                     56,                0.76253,                 1.1902,                0.68656,                 1.0121,                0.54034,                0.69331,                0.66736,                0.46242,                0.70665,                0.55396,                0.68909,                0.46244,                 1.1253,                 1.7642,                 1.2492,                 1.2389,             0.00090935,             0.00090935,             0.00090935
                     57,                0.78257,                 1.2656,                0.74272,                 1.0251,                0.73441,                0.59136,                0.65906,                0.42933,                0.73441,                0.59136,                0.65769,                0.43772,                 1.1632,                 1.9183,                 1.5212,                 1.3139,             0.00090569,             0.00090569,             0.00090569
                     58,                0.75336,                 1.1965,                0.69294,                 1.0167,                0.62568,                0.64399,                0.66977,                0.43983,                0.63036,                0.64854,                0.67433,                0.45439,                 1.1248,                 1.8429,                 1.3094,                 1.2918,             0.00090202,             0.00090202,             0.00090202
                     59,                0.75368,                 1.1671,                0.69047,                 1.0151,                0.81099,                0.58632,                 0.7197,                0.49507,                0.81099,                0.58632,                0.72193,                0.51428,                 1.1515,                 1.7798,                 1.2298,                 1.3246,             0.00089835,             0.00089835,             0.00089835
