                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.67118,                0.88305,                0.49047,                0.94907,                0.94053,                0.92534,                0.97092,                0.80671,                0.94311,                0.92789,                0.97175,                0.80469,                0.66255,                0.98123,                0.40166,                0.96453,               0.008152,               0.008152,               0.008152
                     58,                0.67585,                0.91925,                0.49501,                 0.9491,                0.94388,                0.91076,                0.96858,                0.81721,                 0.9214,                0.94221,                0.96999,                0.80847,                 0.6408,                 0.9434,                0.38663,                0.94371,               0.008119,               0.008119,               0.008119
                     59,                0.67971,                  0.917,                0.49681,                 0.9535,                0.93353,                0.91663,                0.96357,                0.81475,                0.93609,                0.92395,                0.96661,                0.81121,                0.64121,                0.94259,                0.39863,                0.93997,               0.008086,               0.008086,               0.008086
                     60,                0.66475,                0.87997,                0.48413,                0.94566,                0.92961,                0.91977,                 0.9677,                0.80978,                 0.9356,                0.92315,                0.96837,                0.80572,                0.65045,                0.94474,                0.38428,                0.95496,               0.008053,               0.008053,               0.008053
                     61,                0.66828,                0.88033,                0.48339,                0.95219,                0.91726,                0.92403,                0.96333,                0.81114,                0.91906,                0.93043,                0.96541,                0.80902,                0.63731,                0.94829,                0.39497,                0.94667,                0.00802,                0.00802,                0.00802
                     62,                0.66787,                0.88101,                0.48287,                0.94683,                0.93831,                0.90894,                0.96375,                 0.8066,                0.94268,                0.91368,                 0.9673,                0.80965,                0.64664,                0.96011,                0.39454,                0.95451,               0.007987,               0.007987,               0.007987
                     63,                0.66598,                0.89151,                0.49067,                0.94684,                0.93108,                0.91762,                0.96736,                0.81362,                0.93791,                0.92515,                0.96722,                0.80877,                0.64799,                0.96203,                0.38582,                0.95983,               0.007954,               0.007954,               0.007954
                     64,                0.66802,                 0.8834,                0.47432,                 0.9461,                0.95488,                0.91295,                0.97266,                0.81854,                0.95488,                0.91295,                0.97185,                0.80921,                 0.6441,                0.96453,                0.38573,                0.95133,               0.007921,               0.007921,               0.007921
                     65,                 0.6665,                0.89058,                0.47617,                0.94576,                0.95844,                0.91623,                0.97131,                0.82083,                0.96499,                0.91829,                 0.9716,                0.81578,                0.62713,                0.93354,                0.37315,                0.94097,               0.007888,               0.007888,               0.007888
                     66,                0.66523,                0.88251,                0.47681,                 0.9465,                0.94929,                0.92252,                0.97252,                0.82496,                  0.952,                 0.9247,                0.97317,                0.81755,                0.63062,                 0.9576,                0.36609,                0.94526,               0.007855,               0.007855,               0.007855
                     67,                0.65335,                0.87772,                0.46425,                0.94304,                0.94122,                0.90532,                0.96287,                 0.8144,                0.93361,                0.90749,                0.96422,                0.81278,                0.64857,                 0.9624,                0.39894,                0.95409,               0.007822,               0.007822,               0.007822
                     68,                0.65885,                0.87443,                0.46475,                0.94285,                0.94277,                0.93189,                0.96958,                0.82289,                0.94575,                0.93298,                0.97176,                0.81623,                0.63079,                0.94512,                 0.3605,                0.94737,               0.007789,               0.007789,               0.007789
                     69,                0.64951,                0.87704,                0.46175,                0.93766,                0.93916,                0.92205,                0.96735,                0.82076,                0.93373,                0.92989,                0.96701,                0.81514,                0.62493,                0.95558,                 0.3842,                0.94479,               0.007756,               0.007756,               0.007756
                     70,                0.65827,                 0.8738,                0.47248,                0.94096,                0.95403,                0.89966,                0.96757,                0.81796,                0.95908,                0.89885,                0.97108,                0.81955,                0.64661,                0.93247,                0.37625,                0.95393,               0.007723,               0.007723,               0.007723
                     71,                0.65419,                0.87154,                0.46212,                0.93924,                0.93778,                0.94348,                0.97552,                0.83455,                 0.9331,                0.93891,                0.97434,                 0.8271,                0.61885,                0.92065,                0.36182,                0.93565,                0.00769,                0.00769,                0.00769
                     72,                0.65696,                0.88506,                 0.4639,                0.94119,                0.94134,                0.93772,                0.97367,                 0.8308,                0.94161,                0.94208,                0.97569,                0.82236,                 0.6238,                0.92951,                0.35468,                0.94536,               0.007657,               0.007657,               0.007657
                     73,                0.64826,                0.86163,                0.46013,                0.93898,                0.95035,                0.91185,                0.97268,                0.82042,                0.94474,                 0.9193,                0.97369,                0.81338,                0.63925,                0.94819,                0.36153,                0.94696,               0.007624,               0.007624,               0.007624
                     74,                0.64594,                0.86266,                 0.4567,                0.94216,                0.95859,                0.91467,                0.97188,                 0.8259,                0.95649,                0.92862,                0.97576,                0.81707,                0.64108,                0.94993,                0.36049,                0.94968,               0.007591,               0.007591,               0.007591
                     75,                  0.654,                0.87913,                0.45908,                0.94108,                0.93717,                0.93049,                0.96753,                0.82596,                0.94565,                0.92971,                0.97083,                0.82235,                0.63256,                 0.9306,                0.35856,                0.94748,               0.007558,               0.007558,               0.007558
                     76,                0.64464,                0.86407,                0.45549,                 0.9375,                0.95379,                0.92062,                0.97552,                 0.8309,                0.95449,                0.93369,                0.97785,                0.82069,                0.61763,                0.90674,                0.34837,                0.93697,               0.007525,               0.007525,               0.007525
